uid,Description,Collection Description,Panel,Product,Software,Organism,Cells or Nuclei,Preservation Method,Staining Method,Biomaterial Type,Donor Count,Development Stage,Instrument(s),Publication Date,Replicate,Assay,License,Tissue,Chemistry Version,Modality,Disease,Disease Details,Analysis Steps,Dataset Url,Probe Set,Sequencing Configuration,Sample ID at Source,Slide Area,Chemistry Details,Number of Genes Targeted,Transcriptome,Pipeline Version,Number of Spots,Mean Reads per Spot,Median Genes per Spot,Genes Detected,Microscope,Objective,Numerical Aperture,Camera,Exposure,Gain,Panel Type,Number of Target Genes,Number of Add-on Genes,Number of Cells,Median Transcripts per Cell,Region Area,Total Cell Area,lamin_link,local_uid,created_at,description
108d3,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,Xenium Mouse Brain + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.4.0,Mouse,unknown,FFPE,IF,Specimen from Organism,6,unknown,Xenium Analyzer,2023-07-13,Wild type 5.7 months,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,,,T0222-699 S2,,,,,,,,,,,,,,,,Custom Add-on,347.0,99.0,58685.0,223.0,31757112.7,18664857.1,gIiRO1iRTSbyYa370000,108d3,2025-05-13 10:45:33.875139+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 5.7 months)
10fri,Xenium Human Lung Data,Xenium Human Lung Cancer and Non-Diseased,Xenium R&D Panel,In Situ Gene Expression,Xenium Onboard Analysis v1.3.0,Human,unknown,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2023-05-18,Non-diseased Lung,Xenium,Creative Commons Attribution 4.0 International,lung,Xenium v1,RNA,healthy,,,https://10xgenomics.com/datasets/xenium-human-lung-preview-data-1-standard,,,,,,,,,,,,,,,,,,,Custom Add-on,392.0,100.0,295883.0,71.0,100554810.4,58701980.3,OJh6O09BO0KvcaqQ0000,10fri,2025-05-13 11:41:37.850471+00:00,Xenium Human Lung Data (Non-diseased Lung)
109k1,Xenium Human Lung Data,Xenium Human Lung Cancer and Non-Diseased,Xenium R&D Panel,In Situ Gene Expression,Xenium Onboard Analysis v1.3.0,Human,unknown,FFPE,,Specimen from Organism,2,adult stage,Xenium Analyzer,2023-05-18,Lung Cancer,Xenium,Creative Commons Attribution 4.0 International,lung,Xenium v1,RNA,lung cancer,,,https://10xgenomics.com/datasets/xenium-human-lung-preview-data-1-standard,,,,,,,,,,,,,,,,,,,Custom Add-on,392.0,100.0,531165.0,105.0,117594680.2,99013172.5,6hNpuo8as4YTeuir0000,109k1,2025-05-13 11:46:04.624372+00:00,Xenium Human Lung Data (Lung Cancer)
104dy,Xenium Human Brain Data,Human Brain Disease and Control,Xenium R&D Panel,In Situ Gene Expression,Xenium Onboard Analysis v1.3.0,unknown,unknown,unknown,,Specimen from Organism,unknown,unknown,Xenium Analyzer,2023-04-20,Healthy Brain,Xenium,Creative Commons Attribution 4.0 International,unknown,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/xenium-human-brain-preview-data-1-standard,,,,,,,,,,,,,,,,,,,Custom Add-on,319.0,65.0,24406.0,166.0,35864960.3,14363558.0,,,,
1091x,Xenium Human Brain Data,Human Brain Disease and Control,Xenium R&D Panel,In Situ Gene Expression,Xenium Onboard Analysis v1.3.0,unknown,unknown,unknown,,Specimen from Organism,unknown,unknown,Xenium Analyzer,2023-04-20,Glioblastoma,Xenium,Creative Commons Attribution 4.0 International,unknown,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/xenium-human-brain-preview-data-1-standard,,,,,,,,,,,,,,,,,,,Custom Add-on,319.0,65.0,40887.0,216.0,37599015.1,20355562.9,,,,
10zj1,Xenium Human Brain Data,Human Brain Disease and Control,Xenium R&D Panel,In Situ Gene Expression,Xenium Onboard Analysis v1.3.0,unknown,unknown,unknown,,Specimen from Organism,unknown,unknown,Xenium Analyzer,2023-04-20,Alzheimer's,Xenium,Creative Commons Attribution 4.0 International,unknown,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/xenium-human-brain-preview-data-1-standard,,,,,,,,,,,,,,,,,,,Custom Add-on,354.0,100.0,44955.0,216.0,43735648.5,23404529.9,,,,
10uac,Xenium FFPE Human Breast with Custom Add-on Panel,"Xenium Healthy Human Breast, 2 Donors",Xenium Human Breast + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.3.0,Human,Cells,FFPE,H&E,Specimen from Organism,2,unknown,Xenium Analyzer,2023-04-18,Donor 2,Xenium,Creative Commons Attribution 4.0 International,breast,Xenium v1,RNA,breast cancer,,,https://10xgenomics.com/datasets/xenium-ffpe-human-breast-with-custom-add-on-panel-1-standard,,,0002807 SIM2,,,,,,,,,,,,,,,,Custom Add-on,380.0,100.0,576963.0,119.0,96168606.4,73945656.7,0LU965immrxZwNp70001,10uac,2025-05-13 11:39:20.369826+00:00,Xenium FFPE Human Breast with Custom Add-on Panel (Donor 2)
10uac,Xenium FFPE Human Breast with Custom Add-on Panel,"Xenium Healthy Human Breast, 2 Donors",Xenium Human Breast + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.3.0,Human,Cells,FFPE,H&E,Specimen from Organism,2,unknown,Xenium Analyzer,2023-04-18,Donor 2,Xenium,Creative Commons Attribution 4.0 International,breast,Xenium v1,RNA,breast cancer,,,https://10xgenomics.com/datasets/xenium-ffpe-human-breast-with-custom-add-on-panel-1-standard,,,0002807 SIM2,,,,,,,,,,,,,,,,Custom Add-on,380.0,100.0,576963.0,119.0,96168606.4,73945656.7,0LU965immrxZwNp70000,10uac,2025-05-12 22:21:21.950604+00:00,Xenium FFPE Human Breast with Custom Add-on Panel (Donor 2)
10x88,Mouse Brain,"Fresh Frozen Healthy Mouse Brain, 3 Replicates",Xenium Mouse Brain,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Mouse,Cells,Fresh Frozen,,Specimen from Organism,1,unknown,Xenium Analyzer,2023-01-22,Replicate 1,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/fresh-frozen-mouse-brain-replicates-1-standard,,,0002578 SIM2,,,,,,,,,,,,,,,,Predesigned,248.0,0.0,162033.0,252.0,63462081.1,46354451.0,hMhdL5in9tFAKkjF0000,10x88,2025-05-12 22:26:03.865189+00:00,Mouse Brain (Replicate 1)
10c6u,Mouse Brain,"Fresh Frozen Healthy Mouse Brain, 3 Replicates",Xenium Mouse Brain,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Mouse,Cells,Fresh Frozen,,Specimen from Organism,1,unknown,Xenium Analyzer,2023-01-22,Replicate 2,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/fresh-frozen-mouse-brain-replicates-1-standard,,,0002578 SIM2,,,,,,,,,,,,,,,,Predesigned,248.0,0.0,154654.0,250.0,64521278.2,46142439.4,itocrVLFWg5Rz08t0000,10c6u,2025-05-12 22:28:18.813018+00:00,Mouse Brain (Replicate 2)
108h0,Mouse Brain,"Fresh Frozen Healthy Mouse Brain, 3 Replicates",Xenium Mouse Brain,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Mouse,Cells,Fresh Frozen,,Specimen from Organism,1,unknown,Xenium Analyzer,2023-01-22,Replicate 3,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/fresh-frozen-mouse-brain-replicates-1-standard,,,0002578 SIM2,,,,,,,,,,,,,,,,Predesigned,248.0,0.0,158047.0,253.0,61366575.9,45908716.5,URTWN6lHhU092S8N0000,108h0,2025-05-12 22:30:34.864574+00:00,Mouse Brain (Replicate 3)
101tu,FFPE Human Breast using the Entire Sample Area,"FFPE Human Breast using the Entire Sample Area, 2 Replicates",Xenium Human Breast,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Human,Cells,FFPE,H&E,Specimen from Organism,1,unknown,Xenium Analyzer,2023-01-22,Replicate 1,Xenium,Creative Commons Attribution 4.0 International,breast,Xenium v1,RNA,breast cancer,,,https://10xgenomics.com/datasets/ffpe-human-breast-using-the-entire-sample-area-1-standard,,,0002178 SIM1,,,,,,,,,,,,,,,,Predesigned,280.0,0.0,892966.0,100.0,228051035.0,179629828.4,zajoOzpDkgbj7iQJ0000,101tu,2025-05-12 22:35:41.735190+00:00,FFPE Human Breast using the Entire Sample Area (Replicate 1)
10xay,FFPE Human Breast using the Entire Sample Area,"FFPE Human Breast using the Entire Sample Area, 2 Replicates",Xenium Human Breast,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Human,Cells,FFPE,H&E,Specimen from Organism,1,unknown,Xenium Analyzer,2023-01-22,Replicate 2,Xenium,Creative Commons Attribution 4.0 International,breast,Xenium v1,RNA,breast cancer,,,https://10xgenomics.com/datasets/ffpe-human-breast-using-the-entire-sample-area-1-standard,,,0002169 SIM2,,,,,,,,,,,,,,,,Predesigned,280.0,0.0,885523.0,97.0,221212452.6,177696105.1,T487SAgKYyOrMyV60000,10xay,2025-05-12 22:43:17.417258+00:00,FFPE Human Breast using the Entire Sample Area (Replicate 2)
101x5,Xenium FFPE Healthy Human Breast,"Xenium FFPE Healthy Human Breast, Custom and Pre-Designed Panels",Xenium Human Breast + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Human,Cells,FFPE,H&E,Specimen from Organism,2,unknown,Xenium Analyzer,2023-01-22,"Tissue sample 1, Custom Panel",Xenium,Creative Commons Attribution 4.0 International,breast,Xenium v1,RNA,breast cancer,,,https://10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard,,,0002807 SIM2,,,,,,,,,,,,,,,,Custom Add-on,380.0,100.0,574527.0,123.0,96168606.4,73945656.7,1lNcghy5uvSIIj1X0001,101x5,2025-05-13 11:51:03.364394+00:00,"Xenium FFPE Healthy Human Breast (Tissue sample 1, Custom Panel)"
101x5,Xenium FFPE Healthy Human Breast,"Xenium FFPE Healthy Human Breast, Custom and Pre-Designed Panels",Xenium Human Breast + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Human,Cells,FFPE,H&E,Specimen from Organism,2,unknown,Xenium Analyzer,2023-01-22,"Tissue sample 1, Custom Panel",Xenium,Creative Commons Attribution 4.0 International,breast,Xenium v1,RNA,breast cancer,,,https://10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard,,,0002807 SIM2,,,,,,,,,,,,,,,,Custom Add-on,380.0,100.0,574527.0,123.0,96168606.4,73945656.7,1lNcghy5uvSIIj1X0000,101x5,2025-05-12 22:49:08.234849+00:00,"Xenium FFPE Healthy Human Breast (Tissue sample 1, Custom Panel)"
10pf0,Xenium FFPE Healthy Human Breast,"Xenium FFPE Healthy Human Breast, Custom and Pre-Designed Panels",Xenium Human Breast + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Human,Cells,FFPE,H&E,Specimen from Organism,2,unknown,Xenium Analyzer,2023-01-22,"Tissue sample 2, Custom Panel",Xenium,Creative Commons Attribution 4.0 International,breast,Xenium v1,RNA,breast cancer,,,https://10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard,,,0002807 SIM2,,,,,,,,,,,,,,,,Custom Add-on,380.0,100.0,365604.0,111.0,70787557.6,49323013.2,Uj7J4jjgzHw0lcm80001,10pf0,2025-05-13 11:54:55.669684+00:00,"Xenium FFPE Healthy Human Breast (Tissue sample 2, Custom Panel)"
10pf0,Xenium FFPE Healthy Human Breast,"Xenium FFPE Healthy Human Breast, Custom and Pre-Designed Panels",Xenium Human Breast + Add-on,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Human,Cells,FFPE,H&E,Specimen from Organism,2,unknown,Xenium Analyzer,2023-01-22,"Tissue sample 2, Custom Panel",Xenium,Creative Commons Attribution 4.0 International,breast,Xenium v1,RNA,breast cancer,,,https://10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard,,,0002807 SIM2,,,,,,,,,,,,,,,,Custom Add-on,380.0,100.0,365604.0,111.0,70787557.6,49323013.2,Uj7J4jjgzHw0lcm80000,10pf0,2025-05-12 22:52:11.061608+00:00,"Xenium FFPE Healthy Human Breast (Tissue sample 2, Custom Panel)"
10y80,Fresh Frozen Mouse Brain for Xenium Explorer Demo,Fresh Frozen Mouse Brain for Xenium Explorer Demo,Xenium Mouse Brain,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Mouse,Cells,Fresh Frozen,,Specimen from Organism,1,unknown,Xenium Analyzer,2023-01-22,Full coronal section,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/fresh-frozen-mouse-brain-for-xenium-explorer-demo-1-standard,,,00002131 sim2,,,,,,,,,,,,,,,,Predesigned,248.0,0.0,130870.0,218.0,66088963.0,45707354.3,XfxFFvRbWX0pkwxQ0000,10y80,2025-05-12 22:54:41.870227+00:00,Fresh Frozen Mouse Brain for Xenium Explorer Demo (Full coronal section)
104cz,Fresh Frozen Mouse Brain for Xenium Explorer Demo,Fresh Frozen Mouse Brain for Xenium Explorer Demo,Xenium Mouse Brain,In Situ Gene Expression,Xenium Onboard Analysis v1.0.2,Mouse,Cells,Fresh Frozen,,Specimen from Organism,1,unknown,Xenium Analyzer,2023-01-22,Tiny subset,Xenium,Creative Commons Attribution 4.0 International,brain,Xenium v1,RNA,unknown,,,https://10xgenomics.com/datasets/fresh-frozen-mouse-brain-for-xenium-explorer-demo-1-standard,,,00002131 sim2,,,,,,,,,,,,,,,,Predesigned,248.0,0.0,36602.0,211.0,66088963.0,45707354.3,ESKVT21S8DJa2Edm0000,104cz,2025-05-12 22:55:57.685599+00:00,Fresh Frozen Mouse Brain for Xenium Explorer Demo (Tiny subset)
